AMO25911.1,-,0038400,88946,2.2e-06,21.6,0.0,3.4e-06,21.0,0.0,1.3,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor sigma-B/F/G subfamily [Bacillus phage Deep Blue]
ANT41264.1,-,0038400,88946,2.3e-06,21.9,0.0,5.2e-06,20.8,0.0,1.6,1,0,0,1,1,1,1,sigma factor [Bacillus phage DirtyBetty]
ALA46534.1,-,0038400,88946,2.3e-06,21.9,0.0,5.2e-06,20.8,0.0,1.6,1,0,0,1,1,1,1,SigF-like RNA polymerase sigma factor [Bacillus phage Eyuki]
ARQ95128.1,-,0038400,88946,7.1e-07,23.5,0.0,1.2e-06,22.7,0.0,1.4,1,0,0,1,1,1,1,SigF-like RNA polymerase sigma factor [Bacillus phage Flapjack]
AMW61625.1,-,0038400,88946,4.6e-06,20.9,0.0,7.5e-06,20.3,0.0,1.4,1,0,0,1,1,1,1,sigma factor [Bacillus phage Juglone]
AIW03238.1,-,0038400,88946,4.3e-06,20.8,0.0,9.1e-06,19.7,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Mater]
AHZ10802.1,-,0038400,88946,1.4e-06,22.6,0.0,3.1e-06,21.4,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Megatron]
AMW63747.1,-,0038400,88946,1.4e-06,22.6,0.0,3.2e-06,21.4,0.0,1.6,1,0,0,1,1,1,1,sigma factor [Bacillus phage Nemo]
AMW61377.1,-,0038400,88946,1.4e-06,22.6,0.0,3.2e-06,21.4,0.0,1.6,1,0,0,1,1,1,1,sigma factor [Bacillus phage Nigalana]
AXQ67439.1,-,0038400,88946,1.4e-06,22.6,0.0,3.2e-06,21.4,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage OmnioDeoPrimus]
ALA07698.1,-,0038400,88946,3.4e-06,20.9,0.0,6.5e-06,20.1,0.0,1.5,1,0,0,1,1,1,1,putative RNA polymerase sigma 28 subunit SigG [Bacillus phage PBC6]
AGB62714.1,-,0038400,88946,6.1e-08,26.4,0.0,1.3e-07,25.4,0.0,1.5,1,0,0,1,1,1,1,putative RNA polymerase sigma factor SigF 1 [Bacillus phage phiAGATE]
AMW62240.1,-,0038400,88946,4.5e-06,20.9,0.0,7.4e-06,20.3,0.0,1.4,1,0,0,1,1,1,1,sigma factor [Bacillus phage Phrodo]
ANY29315.1,-,0038400,88946,1.2e-06,22.4,0.0,2.1e-06,21.7,0.0,1.4,1,0,0,1,1,1,1,putative RNA polymerase sigma-70 factor [Bacillus phage PK16]
AIF72077.1,-,0038400,88946,4.6e-06,20.9,0.0,7.5e-06,20.3,0.0,1.4,1,0,0,1,1,1,1,sigF-like RNA polymerase [Bacillus phage Riley]
AOZ62476.1,-,0038400,88946,5.2e-06,20.8,0.0,1.1e-05,19.7,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage SBP8a]
ANI24840.1,-,0038400,88946,1.4e-06,22.6,0.0,3.1e-06,21.4,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Smudge]
AGY48597.1,-,0038400,88946,7e-07,23.5,0.0,1.2e-06,22.7,0.0,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Spock]
ASZ75934.1,-,0038400,88946,4.5e-06,20.9,0.0,7.3e-06,20.3,0.0,1.4,1,0,0,1,1,1,1,SigF-like RNA polymerase sigma factor [Bacillus phage Taffo16]
QLF85884.1,-,0038400,88946,4e-06,20.6,0.0,8.7e-06,19.5,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Tomato]
AGT13480.1,-,0038400,88946,4.5e-06,20.9,0.0,7.4e-06,20.3,0.0,1.4,1,0,0,1,1,1,1,RNA polymerase, SigF-like [Bacillus phage Troll]
ALA13222.1,-,0038400,88946,1.3e-07,25.6,0.0,2.7e-07,24.6,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage TsarBomba]
QEG13664.1,-,0038400,88946,1.2e-06,22.5,0.0,2.3e-06,21.6,0.0,1.5,1,0,0,1,1,1,1,putative RNA polymerase sigma 28 subunit SigG [Bacillus phage vB_BspM_MarvelLand]
ASR79140.1,-,0038400,88946,1.4e-06,22.6,0.0,3.3e-06,21.4,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Zainny]
QFG05192.1,-,0039239,88659,5.6e-14,43.9,0.1,1.1e-13,43.0,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 019DV002]
QFG05277.1,-,0039239,88659,5.6e-14,43.9,0.1,1.1e-13,43.0,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 019DV004]
QFR56516.1,-,0039239,88659,5.6e-14,43.8,0.1,1e-13,43.0,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 056SW001B]
QNI20405.1,-,0039239,88659,4.7e-13,40.7,0.3,9.8e-13,39.7,0.2,1.7,2,0,0,2,2,2,1,ECF RNA polymerase sigma factor [Bacillus phage 1_ICo-2020]
QFG05890.1,-,0039239,88659,5.4e-14,43.9,0.1,1e-13,43.0,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 276BB001]
QFG05971.1,-,0039239,88659,5.4e-14,43.9,0.1,1e-13,43.0,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage 280BB001]
ASR78944.1,-,0039239,88659,2.8e-17,56.1,0.0,3.7e-12,39.8,0.0,3.1,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage AaronPhadgers]
QDH50209.1,-,0039239,88659,7.8e-15,48.3,0.2,1.1e-11,38.3,0.0,2.9,3,0,0,3,3,3,2,sigma factor [Bacillus phage ALPS]
AVO23054.1,-,0039239,88659,3.8e-15,47.4,0.0,8.9e-15,46.3,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Anath]
ASU01064.1,-,0039239,88659,2.8e-13,43.3,0.1,3.2e-11,36.7,0.0,2.9,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Anthony]
AZF88386.1,-,0039239,88659,1.9e-11,35.2,0.3,3e-10,31.4,0.1,2.2,2,0,0,2,2,2,1,putative RNA polymerase sigma subunit [Bacillus phage AP631]
AZF88394.1,-,0039239,88659,5.2e-11,33.8,0.2,8.9e-11,33.1,0.2,1.4,1,0,0,1,1,1,1,hypothetical protein AP631_0049 [Bacillus phage AP631]
AMS01112.1,-,0039239,88659,6e-15,48.7,0.7,0.002,12.0,0.0,5.5,3,2,2,6,6,6,4,DNA binding protein [Bacillus phage AR9]
ALA13372.1,-,0039239,88659,2.6e-13,43.5,0.0,1.3e-12,41.3,0.0,2.0,2,0,0,2,2,2,1,SigF-like RNA polymerase sigma factor [Bacillus phage AvesoBmore]
AEZ65936.1,-,0039239,88659,2.1e-14,46.9,0.2,1.1e-11,38.1,0.0,2.4,2,0,0,2,2,2,2,sporulation sigma factor SigF-like protein [Bacillus phage B4]
AEW47372.1,-,0039239,88659,2e-14,46.9,0.2,1.1e-11,38.1,0.0,2.4,2,0,0,2,2,2,2,putative RNA polymerase sigma 28 subunit SigF [Bacillus phage B5S]
AGR46683.1,-,0039239,88659,4.9e-09,28.8,0.0,1.4e-08,27.4,0.0,1.7,1,0,0,1,1,1,1,hypothetical protein BASILISK_20 [Bacillus phage Basilisk]
AEQ34342.1,-,0039239,88659,2.6e-13,43.3,0.1,3.2e-11,36.7,0.0,2.9,3,0,0,3,3,3,2,RNA polymerase sigma-F factor [Bacillus phage Bastille]
QEG04258.1,-,0039239,88659,3.9e-17,55.3,2.3,1.3e-15,50.5,0.0,3.3,4,0,0,4,4,4,1,putative RNA polymerase sigma 28 subunit [Bacillus phage BC-T25]
QEG04257.1,-,0039239,88659,3.8e-13,42.6,0.7,1.3e-12,40.9,0.1,2.1,2,1,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage BC-T25]
AXU41211.1,-,0039239,88659,4.8e-15,48.7,0.1,2.5e-14,46.4,0.0,2.2,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage BC01]
AXU41213.1,-,0039239,88659,5.3e-13,42.2,0.0,1.4e-12,40.8,0.0,1.7,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage BC01]
CCE73891.1,-,0039239,88659,1.2e-15,48.8,0.0,1.3e-15,48.7,0.0,1.0,1,0,0,1,1,1,1,sigma70, RNA polymerase sigma factor, positive control factor Xpf (C-terminal region) [Bacillus phage BceA1]
CCE73875.1,-,0039239,88659,5.8e-11,33.8,0.0,1.4e-10,32.7,0.0,1.6,2,0,0,2,2,2,1,sigma70, RNA polymerase sigma factor [Bacillus phage BceA1]
AUM58961.1,-,0039239,88659,6.3e-13,41.9,0.1,1.7e-12,40.5,0.1,1.7,1,0,0,1,1,1,1,DNA replication/modification protein [Bacillus phage BCP01]
AUM58962.1,-,0039239,88659,7.1e-10,32.1,0.0,1.7e-09,30.9,0.0,1.6,1,0,0,1,1,1,1,DNA replication/modification protein [Bacillus phage BCP01]
AHN66674.1,-,0039239,88659,6.3e-10,32.3,0.0,1.5e-09,31.2,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor, sigma-B/F/G subfamily [Bacillus phage Bcp1]
AHN66675.1,-,0039239,88659,2.5e-08,27.2,0.0,6.3e-08,26.0,0.0,1.7,2,0,0,2,2,2,1,RNA polymerase sigma-70 factor, sigma-B/F/G subfamily [Bacillus phage Bcp1]
AQN32486.1,-,0039239,88659,2e-18,59.4,0.8,2.2e-17,56.1,0.1,2.9,3,0,0,3,3,3,1,RNA polymerase sporulation specific sigma factor SigF [Bacillus phage BCP12]
AQN32487.1,-,0039239,88659,1.4e-12,40.8,0.7,4e-12,39.3,0.3,1.9,1,1,1,2,2,2,1,RNA polymerase sporulation specific sigma factor SigG [Bacillus phage BCP12]
AEW47115.1,-,0039239,88659,2e-18,59.4,0.8,2.2e-17,56.1,0.1,2.9,3,0,0,3,3,3,1,putative RNA polymerase sigma 28 subunit SigF [Bacillus phage BCP78]
AEW47116.1,-,0039239,88659,1.4e-12,40.8,0.7,4e-12,39.3,0.3,1.9,1,1,1,2,2,2,1,putative RNA polymerase sigma 28 subunit SigG [Bacillus phage BCP78]
AHJ87164.1,-,0039239,88659,9.8e-13,41.2,0.1,2.4e-12,40.0,0.1,1.6,1,0,0,1,1,1,1,putative RNA polymerase sigma factor G [Bacillus phage BCP8-2]
AHJ87163.1,-,0039239,88659,8.4e-10,31.9,0.0,2.4e-09,30.4,0.0,1.8,1,0,0,1,1,1,1,putative RNA polymerase sigma-70 factor, sigma-B/F/G subfamily [Bacillus phage BCP8-2]
AHJ87158.1,-,0039239,88659,3.8e-07,23.4,0.0,0.026,8.0,0.0,3.4,3,0,0,3,3,3,3,putative HNH endonuclease [Bacillus phage BCP8-2]
AEW47604.1,-,0039239,88659,2e-18,59.4,0.8,2.1e-17,56.1,0.1,2.9,3,0,0,3,3,3,1,putative RNA polymerase sigma 28 subunit SigF [Bacillus phage BCU4]
AEW47605.1,-,0039239,88659,1.4e-12,40.8,0.7,3.9e-12,39.3,0.3,1.9,1,1,1,2,2,2,1,putative RNA polymerase sigma 28 subunit SigG [Bacillus phage BCU4]
ANM46154.1,-,0039239,88659,2.2e-17,56.4,0.1,3.3e-12,39.9,0.0,3.1,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Belinda]
QDH49898.1,-,0039239,88659,2.6e-16,53.0,0.2,1e-14,48.0,0.0,2.7,3,0,0,3,3,3,1,sigma factor [Bacillus phage Beyonphe]
AGY46709.1,-,0039239,88659,5e-13,42.5,0.0,2e-12,40.6,0.0,1.9,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage BigBertha]
AOZ61848.1,-,0039239,88659,9.8e-17,54.4,0.0,5.5e-12,39.3,0.0,3.1,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage BJ4]
ALJ98044.1,-,0039239,88659,1.4e-08,26.2,0.1,2.2e-08,25.5,0.1,1.3,1,1,0,1,1,1,1,hypothetical protein BMBtp1_52 [Bacillus phage BMBtp1]
AII27989.1,-,0039239,88659,8.5e-18,57.5,0.1,2.6e-17,56.0,0.1,1.7,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage Bobb]
AII27990.1,-,0039239,88659,4.3e-13,42.5,0.1,1.2e-12,41.1,0.0,1.7,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage Bobb]
QMS41914.1,-,0039239,88659,9.9e-12,36.6,0.1,2.3e-11,35.5,0.1,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-E factor [Bacillus phage Bolokhovo]
AHJ87469.1,-,0039239,88659,8.3e-19,60.5,0.3,1.4e-16,53.4,0.2,2.2,1,1,1,2,2,2,2,putative RNA polymerase sigma factor SigF 2 [Bacillus phage Bp8p-C]
AHJ87470.1,-,0039239,88659,5e-14,45.3,0.3,1.6e-12,40.5,0.0,2.4,2,0,0,2,2,2,1,putative RNA polymerase sigma factor SigF 1 [Bacillus phage Bp8p-C]
AHJ87680.1,-,0039239,88659,8.3e-19,60.5,0.3,1.4e-16,53.4,0.2,2.2,1,1,1,2,2,2,2,putative RNA polymerase sigma factor SigF 2 [Bacillus phage Bp8p-T]
AHJ87681.1,-,0039239,88659,5e-14,45.3,0.3,1.6e-12,40.5,0.0,2.4,2,0,0,2,2,2,1,putative RNA polymerase sigma factor SigF 1 [Bacillus phage Bp8p-T]
AGI12133.1,-,0039239,88659,4e-16,52.3,0.1,1.3e-12,41.1,0.0,2.9,3,0,0,3,3,3,2,putative RNA polymerase sigma factor [Bacillus phage BPS10C]
AEZ50316.1,-,0039239,88659,4.7e-16,52.1,0.1,2.1e-12,40.4,0.0,3.0,3,0,0,3,3,3,2,putative RNA polymerase sigma factor [Bacillus phage BPS13]
AUO79472.1,-,0039239,88659,8.1e-17,54.3,0.3,2.1e-15,49.8,0.0,2.4,2,0,0,2,2,2,2,RNA polymerase sigma factor 2 [Bacillus phage BSP10]
AXH71210.1,-,0039239,88659,2e-12,40.4,0.0,6.5e-08,26.1,0.0,2.5,2,0,0,2,2,2,2,putative RNA polymerase sigma factor 2 [Bacillus phage BSP38]
AYJ76160.1,-,0039239,88659,8e-07,20.8,0.0,1.8e-06,19.7,0.0,1.5,1,0,0,1,1,1,1,putative luxR family protein [Bacillus phage BSP7]
ATN94413.1,-,0039239,88659,5.9e-17,54.7,0.2,2e-15,49.8,0.0,2.4,2,0,0,2,2,2,2,RNA polymerase sigma 70 factor [Bacillus phage BSP9]
AFL46426.1,-,0039239,88659,5.3e-11,33.8,0.0,1.2e-10,32.7,0.0,1.6,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage BtCS33]
AUO78602.1,-,0039239,88659,5.8e-11,33.8,0.0,1.4e-10,32.7,0.0,1.6,2,0,0,2,2,2,1,sigma-70 [Bacillus phage BtiUFT6.51-F]
ASR78776.1,-,0039239,88659,4.1e-16,52.4,0.0,3.8e-12,39.8,0.0,3.0,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Bubs]
AHZ09647.1,-,0039239,88659,2.9e-13,43.3,0.1,3.3e-11,36.7,0.0,2.9,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage CAM003]
AGY46934.1,-,0039239,88659,1.1e-09,31.6,0.0,3.3e-09,30.0,0.0,1.8,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage CampHawk]
ARW58542.1,-,0039239,88659,5.3e-11,33.8,0.2,8.3e-11,33.2,0.1,1.3,1,1,0,1,1,1,1,hypothetical protein [Bacillus phage Carmel_SA]
ARW58529.1,-,0039239,88659,2.9e-10,31.5,0.1,3.1e-09,28.2,0.1,2.1,2,0,0,2,2,2,1,RNA polymerase sporulation specific sigma factor [Bacillus phage Carmel_SA]
ARW58562.2,-,0039239,88659,1e-06,20.2,0.9,0.00051,11.6,0.0,2.4,1,1,0,2,2,2,2,hypothetical protein [Bacillus phage Carmel_SA]
ABA46386.1,-,0039239,88659,6.2e-12,36.7,0.3,4.2e-10,30.8,0.1,2.2,2,0,0,2,2,2,2,RNA polymerase sigma factor, putative [Bacillus phage Cherry]
ABA46381.1,-,0039239,88659,5.9e-11,33.5,0.1,8.8e-11,33.0,0.1,1.4,1,1,0,1,1,1,1,conserved phage protein [Bacillus phage Cherry]
QEM43258.1,-,0039239,88659,4.1e-13,42.8,0.1,2.4e-10,34.0,0.0,2.5,2,0,0,2,2,2,2,RNA polymerase sigma factor [Bacillus phage Chotacabras]
AMO25911.1,-,0039239,88659,2.9e-10,33.4,0.0,6.3e-10,32.3,0.0,1.5,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor sigma-B/F/G subfamily [Bacillus phage Deep Blue]
AMO25912.1,-,0039239,88659,8.3e-10,31.9,0.0,2.1e-09,30.6,0.0,1.7,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor sigma-B/F/G subfamily [Bacillus phage Deep Blue]
AMW62796.1,-,0039239,88659,4.1e-17,55.6,0.0,5.5e-12,39.2,0.0,3.1,3,0,0,3,3,3,2,sigma factor [Bacillus phage DIGNKC]
ANT41264.1,-,0039239,88659,5.9e-16,51.9,0.1,3.8e-12,39.8,0.0,3.1,3,0,0,3,3,3,2,sigma factor [Bacillus phage DirtyBetty]
AMB18752.1,-,0039239,88659,6.8e-20,64.1,0.1,3.8e-16,52.2,0.0,2.5,2,0,0,2,2,2,2,sporulation sigma factor SigF [Bacillus phage Eldridge]
AMB18751.1,-,0039239,88659,3.5e-16,52.3,0.5,3.7e-15,49.1,0.0,2.7,3,1,1,4,4,4,1,RNA polymerase sigma factor [Bacillus phage Eldridge]
AHZ09937.1,-,0039239,88659,2.8e-13,43.3,0.1,3.4e-11,36.7,0.0,2.9,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Evoli]
ALA46534.1,-,0039239,88659,5.8e-16,51.9,0.1,3.7e-12,39.8,0.0,3.1,3,0,0,3,3,3,2,SigF-like RNA polymerase sigma factor [Bacillus phage Eyuki]
ABA42728.1,-,0039239,88659,6.1e-12,36.6,0.3,4.1e-10,30.8,0.1,2.2,2,0,0,2,2,2,2,sigma70 factor [Bacillus phage Fah]
ABA42733.1,-,0039239,88659,5.9e-11,33.5,0.2,1.1e-10,32.6,0.1,1.4,1,1,0,1,1,1,1,HTH transcription regulator [Bacillus phage Fah]
ARQ95128.1,-,0039239,88659,1.7e-17,56.7,1.0,1.7e-15,50.4,0.2,2.9,3,0,0,3,3,3,2,SigF-like RNA polymerase sigma factor [Bacillus phage Flapjack]
ABB55438.1,-,0039239,88659,4.4e-11,33.5,0.1,6.5e-11,33.0,0.1,1.4,1,1,0,1,1,1,1,phage related protein [Bacillus phage Gamma]
ABC40488.1,-,0039239,88659,6.5e-12,36.6,0.3,4.4e-10,30.8,0.1,2.2,2,0,0,2,2,2,2,putative RNA polymerase sigma subunit [Bacillus phage Gamma isolate d'Herelle]
ABC40497.1,-,0039239,88659,6.3e-11,33.5,0.2,1.2e-10,32.6,0.1,1.4,1,1,0,1,1,1,1,conserved phage protein [Bacillus phage Gamma isolate d'Herelle]
AGE60883.1,-,0039239,88659,8e-12,36.9,0.2,1.8e-11,35.7,0.2,1.6,1,0,0,1,1,1,1,RNA polymerase sigma-70 factor [Bacillus phage Gemini]
AGY47431.1,-,0039239,88659,4.7e-17,55.2,0.3,1.8e-15,50.2,0.1,2.5,2,0,0,2,2,2,2,RNA polymerase sigma-70 factor [Bacillus phage Grass]
AHZ10241.1,-,0039239,88659,9.6e-15,48.0,0.2,1.3e-11,38.1,0.0,2.9,3,0,0,3,3,3,2,sigF-like RNA polymerase sigma factor [Bacillus phage Hakuna]
AXQ66957.1,-,0039239,88659,6.5e-10,32.5,0.0,1.6e-09,31.2,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Hobo]
AXQ66958.1,-,0039239,88659,2.7e-08,27.3,0.0,7e-08,26.0,0.0,1.7,2,0,0,2,2,2,1,RNA polymerase subunit alpha [Bacillus phage Hobo]
AUV57859.1,-,0039239,88659,3.3e-17,55.8,0.0,4.4e-12,39.5,0.0,3.1,3,0,0,3,3,3,2,SigF-like RNA polymerase sigma factor [Bacillus phage HonestAbe]
AHZ10517.1,-,0039239,88659,2.4e-13,43.4,0.0,9.2e-12,38.4,0.0,2.8,3,0,0,3,3,3,1,RNA polymerase sigma factor [Bacillus phage Hoody T]
QIW89842.1,-,0039239,88659,1.2e-07,25.2,0.3,0.0003,14.4,0.1,2.7,1,1,1,2,2,2,2,GIY-YIG endonuclease [Bacillus phage Izhevsk]
ASR79696.1,-,0039239,88659,3.3e-13,43.1,0.0,9.7e-12,38.4,0.0,2.7,3,0,0,3,3,3,1,RNA polymerase sigma factor [Bacillus phage Janet]
AID17799.1,-,0039239,88659,9.3e-13,41.2,0.1,2.2e-12,40.0,0.1,1.6,1,0,0,1,1,1,1,putative RNA polymerase sigma factor G [Bacillus phage JBP901]
AID17798.1,-,0039239,88659,7.6e-10,31.9,0.0,2.2e-09,30.4,0.0,1.8,1,0,0,1,1,1,1,putative RNA polymerase sigma-70 factor [Bacillus phage JBP901]
AID17793.1,-,0039239,88659,3.5e-07,23.4,0.0,0.024,8.0,0.0,3.4,3,0,0,3,3,3,3,putative HNH endonuclease [Bacillus phage JBP901]
AMW61625.1,-,0039239,88659,2.6e-16,53.0,0.2,9.8e-15,48.0,0.0,2.7,3,0,0,3,3,3,1,sigma factor [Bacillus phage Juglone]
AXQ67115.1,-,0039239,88659,2.8e-13,43.3,0.1,3.4e-11,36.7,0.0,2.9,3,0,0,3,3,3,2,RNA polymerase [Bacillus phage Kamfam]
ANU79852.1,-,0039239,88659,9.7e-15,48.1,0.3,1.3e-11,38.1,0.0,2.9,3,0,0,3,3,3,2,sigma factor [Bacillus phage Kida]
AXQ67819.1,-,0039239,88659,7.3e-10,32.3,0.0,1.7e-09,31.2,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Kioshi]
AXQ67820.1,-,0039239,88659,3.3e-09,30.2,0.0,8.3e-09,29.0,0.0,1.6,1,0,0,1,1,1,1,RNA polymerase subunit alpha [Bacillus phage Kioshi]
AMR60083.1,-,0039239,88659,5.6e-13,40.5,0.1,1.3e-12,39.4,0.1,1.5,1,0,0,1,1,1,1,RNA polymerase [Bacillus phage Leo2]
AIW03238.1,-,0039239,88659,7.7e-19,60.8,0.1,2e-14,46.7,0.0,3.4,3,1,0,3,3,3,3,RNA polymerase sigma factor [Bacillus phage Mater]
AIW03217.1,-,0039239,88659,1.8e-06,21.4,0.1,0.0069,10.0,0.0,2.4,2,0,0,2,2,2,2,HNH homing endonuclease [Bacillus phage Mater]
AHZ10802.1,-,0039239,88659,9.6e-16,51.2,0.1,3.1e-12,40.0,0.0,3.0,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage Megatron]
AIW03563.1,-,0039239,88659,1.6e-19,62.9,0.4,1.6e-15,50.2,0.1,2.7,2,0,0,2,2,2,2,RNA polymerase sigma factor [Bacillus phage Moonbeam]
AIW03562.1,-,0039239,88659,7.1e-16,51.3,0.1,5.1e-15,48.6,0.0,2.3,2,0,0,2,2,2,1,RNA polymerase sigma factor [Bacillus phage Moonbeam]
ARW58483.1,-,0039239,88659,6.6e-11,33.5,0.1,9.8e-11,33.0,0.1,1.4,1,1,0,1,1,1,1,hypothetical protein [Bacillus phage Negev_SA]
ARW58471.1,-,0039239,88659,2.7e-10,31.6,0.1,4.3e-09,27.8,0.1,2.1,2,0,0,2,2,2,1,RNA polymerase sporulation specific sigma factor [Bacillus phage Negev_SA]
AMW63747.1,-,0039239,88659,3.2e-16,52.8,0.1,3.4e-12,39.9,0.0,3.0,3,0,0,3,3,3,2,sigma factor [Bacillus phage Nemo]
AMW61377.1,-,0039239,88659,1.1e-15,51.0,0.1,3.4e-12,39.9,0.0,3.0,3,0,0,3,3,3,2,sigma factor [Bacillus phage Nigalana]
AMW63445.1,-,0039239,88659,7.8e-15,48.3,0.2,1.1e-11,38.3,0.0,2.9,3,0,0,3,3,3,2,sigma factor [Bacillus phage NotTheCreek]
QKN88236.1,-,0039239,88659,1.1e-12,39.7,0.1,2.3e-12,38.7,0.1,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor [Bacillus phage Novomoskovsk]
AXQ67439.1,-,0039239,88659,9.9e-16,51.2,0.1,3.2e-12,40.0,0.0,3.0,3,0,0,3,3,3,2,RNA polymerase sigma factor [Bacillus phage OmnioDeoPrimus]
